[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-27 11:21:29] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:41] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484\
[2025-03-27 11:21:41] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/abhi-singh/
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f2a4b7c-4TPgNH.tmp
[2025-03-27 11:22:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js?simply_static_page=1410
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js?simply_static_page=1410
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:103] Filesize: 41049 bytes
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f2a4b7c-4TPgNH.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/migration/mapping.js
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:26] [class-ss-page.php:119] Checking Content Identical:972cf6c8864aabbffa2445854a44d1898dbf842e===. Value: FALSE
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot
[2025-03-27 11:22:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 1209
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f2caebc-zOAV9J.tmp
[2025-03-27 11:22:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?simply_static_page=1411
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?simply_static_page=1411
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:103] Filesize: 151556 bytes
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f2caebc-zOAV9J.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:26] [class-ss-page.php:119] Checking Content Identical:88fff1e055e0c1495dfc1d39c0a018271150f9ea===. Value: FALSE
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2025-03-27 11:22:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 1209
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f2e5264-X8CKrB.tmp
[2025-03-27 11:22:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg?simply_static_page=1412
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg?simply_static_page=1412
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:103] Filesize: 749224 bytes
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2025-03-27 11:22:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f2e5264-X8CKrB.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:26] [class-ss-page.php:119] Checking Content Identical:ed9c7f12191225e0c2a2571e30e6ea4f3fda4f21===. Value: FALSE
[2025-03-27 11:22:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2025-03-27 11:22:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f300807-1hjNf7.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf?simply_static_page=1413
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf?simply_static_page=1413
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 151368 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f300807-1hjNf7.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:44056bf1827333bce3ae0b958243c41ed0de6ae3===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f30f866-rEaq67.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff?simply_static_page=1414
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff?simply_static_page=1414
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 97804 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f30f866-rEaq67.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:706add4a511d5835b790686173783c8601ce5c3e===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f3345f6-GuOMI3.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2?simply_static_page=1415
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2?simply_static_page=1415
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 81612 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f3345f6-GuOMI3.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:142696d43851c8eba0f54c7b94c5f6ebd09703e6===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f348f19-CTjoeY.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?simply_static_page=1416
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?simply_static_page=1416
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 34034 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f348f19-CTjoeY.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:894064dfd376fc245fe654723d6c81f625e01363===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f353daa-Tse7Gm.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg?simply_static_page=1417
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg?simply_static_page=1417
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 144715 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f353daa-Tse7Gm.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:b601a7fce8a756c22db464e2c859c5af67861f19===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f35f157-1uSVVO.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf?simply_static_page=1418
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf?simply_static_page=1418
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 33736 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f35f157-1uSVVO.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:7d849a3981a716e2ba4a84634bc57d0b8054a6a3===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f3784f5-xkdnGB.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff?simply_static_page=1419
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff?simply_static_page=1419
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 16276 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f3784f5-xkdnGB.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:d33d8b5b15b7bba2cc17190dc685fe0a76d2989e===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f3a1566-vyCGO6.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2?simply_static_page=1420
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2?simply_static_page=1420
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 13276 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f3a1566-vyCGO6.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:0447c6b10bbf73f97b23dcfd6e6a48510822cb6e===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f3b779d-NmFae4.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?simply_static_page=1421
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?simply_static_page=1421
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 203030 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f3b779d-NmFae4.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:27] [class-ss-page.php:119] Checking Content Identical:b18bdd10beee0a20231aa4c9ea11e84a9307a4fd===. Value: FALSE
[2025-03-27 11:22:27] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 150 of 1209 pages/files
[2025-03-27 11:22:27] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2025-03-27 11:22:27] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2025-03-27 11:22:27] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:69] Total pages: 1209; Pages remaining: 1009
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg
[2025-03-27 11:22:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 1209
[2025-03-27 11:22:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e534f3d514f-CjbD5i.tmp
[2025-03-27 11:22:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg?simply_static_page=1422
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg?simply_static_page=1422
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:103] Filesize: 918992 bytes
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg
[2025-03-27 11:22:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e534f3d514f-CjbD5i.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg
[2025-03-27 11:22:28] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
